dataset,model,cal_size,test_size,n_classes,VS_brier,VS_logloss,VS_ece-15,VS_accuracy,VS_time
volcanoes-a4,RandomForest,1363,152,5,0.13473720848560333,0.31084007024765015,0.027474582195281982,0.9013158082962036,0.028157214634120464
volcanoes-a4,XGBoost,1363,152,5,0.13115830719470978,0.3105982840061188,0.057739026844501495,0.9210526347160339,0.0197681812569499
volcanoes-b1,CatBoost,9158,1018,5,0.054157555103302,0.13904628157615662,0.00813376996666193,0.968565821647644,0.04991122614592314
volcanoes-b1,ExtraTrees,9158,1018,5,0.05367488041520119,0.14132821559906006,0.00665714917704463,0.968565821647644,0.13543272484093904
volcanoes-b1,LightGBM,9158,1018,5,0.055431921035051346,0.14476095139980316,0.008477688767015934,0.9666011929512024,0.10793307982385159
volcanoes-b1,LinearModel,9158,1018,5,0.05439060553908348,0.14201417565345764,0.008017842657864094,0.968565821647644,0.05292386468499899
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05444059893488884,0.14187605679035187,0.004852466285228729,0.9675834774971008,0.05014516692608595
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05475499853491783,0.14243274927139282,0.006905118003487587,0.9675834774971008,0.06368386652320623
volcanoes-b1,RandomForest,9158,1018,5,0.0544319748878479,0.14203400909900665,0.006811991333961487,0.9675834774971008,0.11406112369149923
volcanoes-b1,XGBoost,9158,1018,5,0.05440521985292435,0.14208154380321503,0.011045904830098152,0.968565821647644,0.08689113240689039
volcanoes-b2,CatBoost,9601,1067,5,0.05056208744645119,0.13267481327056885,0.007888486608862877,0.9681349396705627,0.04384827334433794
volcanoes-b2,ExtraTrees,9601,1067,5,0.05026473104953766,0.13088880479335785,0.007477863226085901,0.969072163105011,0.1231931522488594
volcanoes-b2,LightGBM,9601,1067,5,0.05231572315096855,0.1384756863117218,0.009074721485376358,0.9671977758407593,0.12168818525969982
volcanoes-b2,LinearModel,9601,1067,5,0.05113913118839264,0.13489387929439545,0.010029273107647896,0.9700093865394592,0.04958370979875326
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.050703324377536774,0.13387814164161682,0.00908686127513647,0.9700093865394592,0.05429881811141968
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05061719939112663,0.13264358043670654,0.008783562108874321,0.9700093865394592,0.06224315147846937
volcanoes-b2,RandomForest,9601,1067,5,0.05053626373410225,0.13249100744724274,0.010967876762151718,0.9700093865394592,0.14243883918970823
volcanoes-b2,XGBoost,9601,1067,5,0.050709888339042664,0.13346603512763977,0.012231639586389065,0.9681349396705627,0.07133552804589272
volcanoes-b5,CatBoost,8990,999,5,0.05562383309006691,0.1359589695930481,0.009870339184999466,0.966966986656189,0.05216691084206104
volcanoes-b5,ExtraTrees,8990,999,5,0.0568714365363121,0.1394680291414261,0.012448825873434544,0.965965986251831,0.12672230694442987
volcanoes-b5,LightGBM,8990,999,5,0.05657097324728966,0.14033733308315277,0.011607167311012745,0.9649649858474731,0.10889292415231466
volcanoes-b5,LinearModel,8990,999,5,0.056839682161808014,0.14050178229808807,0.011778106912970543,0.9649649858474731,0.05162312742322683
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05718976631760597,0.1395445019006729,0.01056675985455513,0.9649649858474731,0.05290079861879349
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05679117888212204,0.1410084068775177,0.006104040890932083,0.965965986251831,0.05688841361552477
volcanoes-b5,RandomForest,8990,999,5,0.05741565674543381,0.14236748218536377,0.014975933358073235,0.966966986656189,0.11743030231446028
volcanoes-b5,XGBoost,8990,999,5,0.05498431250452995,0.14004617929458618,0.012808535248041153,0.9679679870605469,0.050793818198144436
volcanoes-b6,CatBoost,9117,1013,5,0.06360930949449539,0.16711275279521942,0.01708458550274372,0.9634748101234436,0.05888646375387907
volcanoes-b6,ExtraTrees,9117,1013,5,0.0630713403224945,0.1672656089067459,0.011974604800343513,0.9644619822502136,0.10456579737365246
volcanoes-b6,LightGBM,9117,1013,5,0.0627540871500969,0.16565042734146118,0.011261611245572567,0.9634748101234436,0.11425527464598417
volcanoes-b6,LinearModel,9117,1013,5,0.06355809420347214,0.17128372192382812,0.012376383878290653,0.9654491543769836,0.05398408882319927
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06298010051250458,0.1678614765405655,0.01352909579873085,0.9644619822502136,0.06433936767280102
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06364206969738007,0.17121738195419312,0.017434120178222656,0.9644619822502136,0.0678411079570651
volcanoes-b6,RandomForest,9117,1013,5,0.06450559943914413,0.16809725761413574,0.012025410309433937,0.9624876379966736,0.12442608084529638
volcanoes-b6,XGBoost,9117,1013,5,0.06168965622782707,0.16537849605083466,0.012152805924415588,0.9634748101234436,0.08085331879556179
volcanoes-d1,CatBoost,7877,876,5,0.09975814819335938,0.2500852644443512,0.017606697976589203,0.9440639019012451,0.09645176492631435
volcanoes-d1,ExtraTrees,7877,876,5,0.09982804208993912,0.2545914053916931,0.014266759157180786,0.9440639019012451,0.14981296099722385
volcanoes-d1,LightGBM,7877,876,5,0.10026554018259048,0.2533547878265381,0.007306648883968592,0.9440639019012451,0.07840537838637829
volcanoes-d1,LinearModel,7877,876,5,0.09977339208126068,0.2536320090293884,0.011050489731132984,0.9440639019012451,0.08046451397240162
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10005879402160645,0.2560886740684509,0.011078992858529091,0.9440639019012451,0.07832193374633789
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09997302293777466,0.2543909549713135,0.015703748911619186,0.9440639019012451,0.08098277449607849
volcanoes-d1,RandomForest,7877,876,5,0.10074547678232193,0.2581440806388855,0.010033401660621166,0.9440639019012451,0.18483156245201826
volcanoes-d1,XGBoost,7877,876,5,0.099464051425457,0.2497660517692566,0.01160484179854393,0.9440639019012451,0.08309593051671982
volcanoes-d4,CatBoost,7788,866,5,0.09671694785356522,0.23612967133522034,0.014304304495453835,0.943418025970459,0.08466321788728237
volcanoes-d4,ExtraTrees,7788,866,5,0.0973614752292633,0.23838883638381958,0.016947444528341293,0.943418025970459,0.1298823719844222
volcanoes-d4,LightGBM,7788,866,5,0.09709479659795761,0.23702502250671387,0.014452981762588024,0.943418025970459,0.10781125072389841
volcanoes-d4,LinearModel,7788,866,5,0.09651359915733337,0.23581098020076752,0.0209177378565073,0.943418025970459,0.12306241318583488
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09662351757287979,0.2352321743965149,0.015115051530301571,0.943418025970459,0.07686109188944101
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09682822972536087,0.23575446009635925,0.0173657163977623,0.943418025970459,0.048193977214396
volcanoes-d4,RandomForest,7788,866,5,0.09812761098146439,0.24268092215061188,0.016124429181218147,0.943418025970459,0.1334498543292284
volcanoes-d4,XGBoost,7788,866,5,0.09754417836666107,0.2407274842262268,0.017592713236808777,0.943418025970459,0.05237701069563627
volcanoes-e1,CatBoost,1064,119,5,0.15801848471164703,0.3757326602935791,0.04621659964323044,0.9075630307197571,0.029393075965344906
volcanoes-e1,ExtraTrees,1064,119,5,0.1613934338092804,0.3842127323150635,0.055487342178821564,0.9075630307197571,0.06485211756080389
volcanoes-e1,LightGBM,1064,119,5,0.16025543212890625,0.3832129240036011,0.04160349443554878,0.9075630307197571,0.0312655633315444
volcanoes-e1,LinearModel,1064,119,5,0.16710184514522552,0.38961052894592285,0.05703311786055565,0.8991596698760986,0.02720282506197691
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15785425901412964,0.37601515650749207,0.06267858296632767,0.9075630307197571,0.02303797472268343
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16062051057815552,0.38231006264686584,0.04873266443610191,0.9075630307197571,0.028912484645843506
volcanoes-e1,RandomForest,1064,119,5,0.16470925509929657,0.39555370807647705,0.04759199172258377,0.9075630307197571,0.04001778271049261
volcanoes-e1,XGBoost,1064,119,5,0.15932293236255646,0.38072991371154785,0.051572006195783615,0.9075630307197571,0.03374256193637848
volkert,CatBoost,52479,5831,10,0.3916279375553131,0.7945145964622498,0.017438502982258797,0.7067398428916931,0.5511140590533614
volkert,ExtraTrees,52479,5831,10,0.4252009689807892,0.8781090378761292,0.014975013211369514,0.6851311922073364,0.7954796124249697
volkert,LightGBM,52479,5831,10,0.3630538582801819,0.7360458970069885,0.020123789086937904,0.7326359152793884,0.524998408742249
volkert,LinearModel,52479,5831,10,0.5435260534286499,1.160056710243225,0.0178107637912035,0.5894357562065125,0.4759002020582557
volkert,NeuralNetFastAI,52479,5831,10,0.3590555787086487,0.7265424728393555,0.042804963886737823,0.7410392761230469,0.5075626904144883
volkert,NeuralNetTorch,52479,5831,10,0.3846702575683594,0.7774872779846191,0.025168299674987793,0.7180586457252502,0.5096894260495901
volkert,RandomForest,52479,5831,10,0.4249967038631439,0.8823384642601013,0.0146574592217803,0.6889041066169739,0.823623413220048
volkert,XGBoost,52479,5831,10,0.3833698630332947,0.7839310765266418,0.012732385657727718,0.7187446355819702,0.7005312005057931
wall-robot-navigation,CatBoost,4910,546,4,0.007202875800430775,0.03873596340417862,0.004016593098640442,0.9945054650306702,0.05809089634567499
wall-robot-navigation,ExtraTrees,4910,546,4,0.02512466534972191,0.044306036084890366,0.01133208628743887,0.9853479862213135,0.03695663437247276
wall-robot-navigation,LightGBM,4910,546,4,0.008075656369328499,0.012331128120422363,0.003982141148298979,0.9945054650306702,0.07440149690955877
wall-robot-navigation,LinearModel,4910,546,4,0.36800432205200195,0.6454975008964539,0.03472810238599777,0.7197802066802979,0.024814392440021038
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04799847677350044,0.08995560556650162,0.017254937440156937,0.9670329689979553,0.02221583854407072
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.051685310900211334,0.0957469493150711,0.015212105587124825,0.9652014374732971,0.02064617909491062
wall-robot-navigation,RandomForest,4910,546,4,0.012126199901103973,0.02536732330918312,0.006805729120969772,0.9926739931106567,0.029530280269682407
wall-robot-navigation,XGBoost,4910,546,4,0.01050627138465643,0.01651398092508316,0.007114490494132042,0.9926739931106567,0.03218984976410866
waveform-5000,CatBoost,4500,500,3,0.19834080338478088,0.31132742762565613,0.03690323233604431,0.843999981880188,0.013750424608588219
waveform-5000,ExtraTrees,4500,500,3,0.20805570483207703,0.31748059391975403,0.05133741721510887,0.828000009059906,0.020893536508083344
waveform-5000,LightGBM,4500,500,3,0.20205985009670258,0.31536200642585754,0.04542972147464752,0.8460000157356262,0.010779759846627712
waveform-5000,LinearModel,4500,500,3,0.1902792900800705,0.3046416640281677,0.02830079011619091,0.8619999885559082,0.011536357924342155
waveform-5000,NeuralNetFastAI,4500,500,3,0.18238312005996704,0.28102850914001465,0.0355294793844223,0.8640000224113464,0.00978800654411316
waveform-5000,NeuralNetTorch,4500,500,3,0.18208034336566925,0.27904802560806274,0.018438518047332764,0.8600000143051147,0.013914576731622219
waveform-5000,RandomForest,4500,500,3,0.2248501032590866,0.3456158936023712,0.021868880838155746,0.8320000171661377,0.01938734482973814
waveform-5000,XGBoost,4500,500,3,0.2036653608083725,0.32202479243278503,0.027665846049785614,0.8579999804496765,0.011718771420419216
wine-quality-red,CatBoost,1439,160,6,0.4327108860015869,0.8184133768081665,0.1055154949426651,0.706250011920929,0.03537206444889307
wine-quality-red,ExtraTrees,1439,160,6,0.40154939889907837,0.7625520825386047,0.06515868753194809,0.71875,0.03951967041939497
wine-quality-red,LightGBM,1439,160,6,0.4311617910861969,0.841778576374054,0.05931190028786659,0.6875,0.029561596922576427
wine-quality-red,LinearModel,1439,160,6,0.5573515892028809,1.0001224279403687,0.07141642272472382,0.53125,0.032427999190986156
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5266079902648926,0.939814567565918,0.1313917636871338,0.5687500238418579,0.0370721984654665
wine-quality-red,NeuralNetTorch,1439,160,6,0.49020662903785706,0.901746928691864,0.04795841872692108,0.6499999761581421,0.017094312235713005
wine-quality-red,RandomForest,1439,160,6,0.42293697595596313,0.8136540651321411,0.052227649837732315,0.71875,0.039625286124646664
wine-quality-red,XGBoost,1439,160,6,0.4298771321773529,0.8340420722961426,0.09705843031406403,0.699999988079071,0.02915413025766611
wine-quality-white,CatBoost,4408,490,7,0.39837372303009033,0.7617144584655762,0.06811293214559555,0.718367338180542,0.09057040978223085
wine-quality-white,ExtraTrees,4408,490,7,0.37486913800239563,0.7159925699234009,0.06917044520378113,0.7061224579811096,0.12403593212366104
wine-quality-white,LightGBM,4408,490,7,0.381510853767395,0.7294455766677856,0.07988850027322769,0.7204081416130066,0.07385627459734678
wine-quality-white,LinearModel,4408,490,7,0.570900022983551,1.0817668437957764,0.05703861266374588,0.5489795804023743,0.06994274165481329
wine-quality-white,NeuralNetFastAI,4408,490,7,0.511823296546936,0.9308875799179077,0.0674857497215271,0.6122449040412903,0.073373232036829
wine-quality-white,NeuralNetTorch,4408,490,7,0.5060303807258606,0.9222079515457153,0.06415042281150818,0.6102041006088257,0.0713748624548316
wine-quality-white,RandomForest,4408,490,7,0.3848952353000641,0.7369171977043152,0.06236807256937027,0.7020407915115356,0.09393190871924162
wine-quality-white,XGBoost,4408,490,7,0.3903704881668091,0.7446542978286743,0.07339612394571304,0.704081654548645,0.0914616035297513
