dataset,model,cal_size,test_size,CB_brier,CB_logloss,CB_kuiper,CB_ece-15,CB_accuracy,CB_time
Click_prediction_small,XGBoost,35953,3995,0.2584193727148947,0.4188897176772191,0.009207179769873619,0.024285566061735153,0.8360450267791748,0.34692834923043847
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.41080109505204365,0.6019668634673274,0.09138143062591553,0.11848879605531693,0.737500011920929,0.06077433796599507
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.5076380577409733,0.7009705488479968,0.0611485093832016,0.06555266678333282,0.48124998807907104,0.06016895221546292
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5351496477346782,0.7286002023476221,0.10636202991008759,0.13067816197872162,0.3375000059604645,0.061658766120672226
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.5090367256930508,0.7022039261028644,0.07149407267570496,0.07874806225299835,0.45625001192092896,0.060379131231456995
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetFastAI,1440,160,0.516113847687392,0.7095153992519168,0.06378179788589478,0.07800742238759995,0.4937500059604645,0.059741216246038675
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,NeuralNetTorch,1440,160,0.5025284361753061,0.6957196393433961,0.05435754358768463,0.025134436786174774,0.5,0.06297034816816449
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,RandomForest,1440,160,0.5083699572328426,0.7017248992488543,0.03936880826950073,0.0458361878991127,0.5,0.06015621079131961
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,XGBoost,1440,160,0.5087719974725394,0.7019903483419143,0.05377829074859619,0.09234412759542465,0.46875,0.05940047511830926
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,CatBoost,1440,160,0.4129099681711885,0.6041793622722235,0.051735032349824905,0.07663297653198242,0.699999988079071,0.06181023921817541
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,ExtraTrees,1440,160,0.4569358071765592,0.6491876730904951,0.06162042170763016,0.11381229013204575,0.6625000238418579,0.060747966170310974
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LightGBM,1440,160,0.44860413803433125,0.6404532669665929,0.046063363552093506,0.0836825743317604,0.643750011920929,0.06044983211904764
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,LinearModel,1440,160,0.4957972898061126,0.6889980343388795,0.045228734612464905,0.01213336456567049,0.550000011920929,0.06285676686093211
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetFastAI,1440,160,0.40860842652504353,0.5972534156417716,0.03596358373761177,0.05589637905359268,0.699999988079071,0.06169946398586035
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,NeuralNetTorch,1440,160,0.40979075663700665,0.6008068716209024,0.05069122463464737,0.06552298367023468,0.706250011920929,0.06297876266762614
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,RandomForest,1440,160,0.47813151271350823,0.6704305264703443,0.036022305488586426,0.03749062120914459,0.5874999761581421,0.06107336701825261
GAMETES_Epistasis_2-Way_20atts_0_1H_EDM-1_1,XGBoost,1440,160,0.4395217639477732,0.6295301266925073,0.03991064429283142,0.06306611746549606,0.65625,0.06181849492713809
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,CatBoost,1440,160,0.2998335075054531,0.45489398812944015,0.0346125103533268,0.07916807383298874,0.7875000238418579,0.062480431981384754
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,ExtraTrees,1440,160,0.3904287696513675,0.5748336258778064,0.03334851562976837,0.08303218334913254,0.706250011920929,0.06261700298637152
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LightGBM,1440,160,0.30590245842422054,0.46389065141348435,0.02661738730967045,0.07611171156167984,0.768750011920929,0.06248562317341566
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,LinearModel,1440,160,0.5218737279878919,0.7161152509163505,0.06594768166542053,0.09087105840444565,0.48750001192092896,0.06153686577454209
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetFastAI,1440,160,0.2827025579525321,0.43396632714798977,0.05441576614975929,0.031193891540169716,0.793749988079071,0.06233963882550597
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,NeuralNetTorch,1440,160,0.30003486698715465,0.4595526709298278,0.04012996703386307,0.07706126570701599,0.78125,0.06378510408103466
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,RandomForest,1440,160,0.391940249201323,0.5782206157416969,0.030146045610308647,0.06821641325950623,0.699999988079071,0.06185458693653345
GAMETES_Epistasis_2-Way_20atts_0_4H_EDM-1_1,XGBoost,1440,160,0.335323614108164,0.5090007432497894,0.028844036161899567,0.06562530249357224,0.7437499761581421,0.06039033131673932
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,CatBoost,1440,160,0.38829204865251193,0.5628689908800043,0.05091472715139389,0.055419422686100006,0.643750011920929,0.06235229875892401
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,ExtraTrees,1440,160,0.5099723742360865,0.7046965723175436,0.044533491134643555,0.09080923348665237,0.5375000238418579,0.061587437987327576
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LightGBM,1440,160,0.4964713083499969,0.6899821795269843,0.05475619435310364,0.0853530764579773,0.581250011920929,0.06296137301251292
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,LinearModel,1440,160,0.5002520737103998,0.6933488261831054,0.05091112107038498,0.0413670614361763,0.48124998807907104,0.061069479677826166
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetFastAI,1440,160,0.39836474846777836,0.5660256584659429,0.05194014310836792,0.07824449986219406,0.637499988079071,0.06135158101096749
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,NeuralNetTorch,1440,160,0.43620954604498474,0.6241509864114134,0.03963232785463333,0.07563257217407227,0.6312500238418579,0.06108593987300992
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,RandomForest,1440,160,0.5051074888917491,0.6984948998215359,0.058663636445999146,0.09768389910459518,0.5249999761581421,0.06066063465550542
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.5088969518127818,0.7030366319164802,0.062087833881378174,0.10676730424165726,0.53125,0.06336616817861795
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.41533391708215,0.5827222062597663,0.06706256419420242,0.10717595368623734,0.65625,0.0644433107227087
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.49759564930434086,0.6984861415075049,0.05572792887687683,0.14292454719543457,0.637499988079071,0.062475658021867275
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.46097343517751366,0.6528879829287835,0.07139861583709717,0.11690923571586609,0.6312500238418579,0.06256955303251743
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.5150922680317168,0.7086165225267148,0.05426707863807678,0.0773981362581253,0.5062500238418579,0.06039767013862729
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4438853895246213,0.6221616248275665,0.07519759982824326,0.15949207544326782,0.612500011920929,0.06232290295884013
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.44933605145803124,0.6313687705915172,0.08614844083786011,0.13547012209892273,0.625,0.06207801681011915
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.49816729726919684,0.6963100175012265,0.06038084626197815,0.11531414091587067,0.59375,0.06169747281819582
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.4684542102375181,0.6663100715428648,0.05843983218073845,0.12406601756811142,0.6312500238418579,0.06355403829365969
