dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
Bioresponse,ExtraTrees,3375,376,0.28644480847982506,0.43519705616568033,0.027170713990926743,0.04531475529074669,0.7978723645210266,0.006314701400697231
Bioresponse,LightGBM,3375,376,0.27693795319922054,0.4328235362954849,0.03579504415392876,0.034334298223257065,0.813829779624939,0.006030391901731491
Bioresponse,LinearModel,3375,376,0.39544871079470745,0.5835105369679517,0.06429456174373627,0.12066856771707535,0.7367021441459656,0.007946430705487728
Bioresponse,NeuralNetFastAI,3375,376,0.2898254740881296,0.4461043739619996,0.03331374749541283,0.045172058045864105,0.7845744490623474,0.005909386090934277
Bioresponse,NeuralNetTorch,3375,376,0.292544654836839,0.4536640888692644,0.02632809430360794,0.04275510087609291,0.8005319237709045,0.005862578749656677
Bioresponse,RandomForest,3375,376,0.2818831120202289,0.43755548422834867,0.0326220728456974,0.07184405624866486,0.8191489577293396,0.0056807734072208405
Bioresponse,XGBoost,3375,376,0.27739167589200975,0.43588814258887587,0.031217962503433228,0.02298763021826744,0.811170220375061,0.005823359824717045
Click_prediction_small,CatBoost,35953,3995,0.2573209502196999,0.4165647361632679,0.008646195754408836,0.005997114349156618,0.8315394520759583,0.04834607616066933
Click_prediction_small,ExtraTrees,35953,3995,0.2628842431163069,0.4244913875592493,0.010675586760044098,0.00633016275241971,0.8315394520759583,0.04725683759897947
Click_prediction_small,LightGBM,35953,3995,0.26206902570676605,0.42363239053201546,0.011257304809987545,0.008687952533364296,0.8315394520759583,0.04630784410983324
Click_prediction_small,LinearModel,35953,3995,0.2630120836789875,0.42564264085312115,0.011120207607746124,0.014001218602061272,0.8315394520759583,0.05062935035675764
Click_prediction_small,NeuralNetFastAI,35953,3995,0.2621965667751218,0.42467687609518995,0.007414773106575012,0.009558023884892464,0.8315394520759583,0.049594913609325886
Click_prediction_small,NeuralNetTorch,35953,3995,0.26166638029170197,0.42112950349499306,0.010981738567352295,0.0067480397410690784,0.8315394520759583,0.049967038445174694
Click_prediction_small,RandomForest,35953,3995,0.26124289435663,0.4211436048142172,0.010857859626412392,0.005589382257312536,0.8315394520759583,0.049723291769623756
Click_prediction_small,XGBoost,35953,3995,0.26035096041630823,0.42020428562763135,0.010696861892938614,0.009432792663574219,0.8315394520759583,0.050327692180871964
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.40378190680909565,0.5940531066724632,0.08631429076194763,0.13074317574501038,0.7437499761581421,0.0036679618060588837
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.5049965406744361,0.698151760781222,0.07578974962234497,0.006552828475832939,0.4749999940395355,0.003532523289322853
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5137956774323685,0.7070061784317078,0.07999929785728455,0.05860074982047081,0.3812499940395355,0.0034615015611052513
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LinearModel,1440,160,0.5004885882634706,0.6936357326223257,0.07138752937316895,5.5204251111717895e-05,0.48124998807907104,0.003779361955821514
