dataset,model,cal_size,test_size,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_kuiper,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
2dplanes,CatBoost,36691,4077,0.09472304693154132,0.1509491228603295,0.008254623971879482,0.009832991287112236,0.9261711835861206,2.2120570220286027
2dplanes,ExtraTrees,36691,4077,0.09439973431597753,0.15152360735102183,0.013113850727677345,0.004921854007989168,0.9261711835861206,1.3021621069638059
2dplanes,LightGBM,36691,4077,0.09436177793093739,0.15125384853172513,0.01145679410547018,0.005131757352501154,0.9271523356437683,2.4194835119415075
2dplanes,LinearModel,36691,4077,0.23019879468918694,0.3591561238302883,0.00904352031648159,0.013476315885782242,0.843021810054779,0.918930105981417
2dplanes,NeuralNetFastAI,36691,4077,0.09404040036449283,0.15035096498764774,0.007292996626347303,0.004453048575669527,0.9305862188339233,1.6678158650174737
2dplanes,NeuralNetTorch,36691,4077,0.09438527643496943,0.15152574267729055,0.0036208354867994785,0.00679238373413682,0.9315673112869263,1.6183070989791304
2dplanes,RandomForest,36691,4077,0.0943169880691854,0.15242272379439428,0.012777542695403099,0.005499416962265968,0.9308314919471741,0.3896923619322479
2dplanes,XGBoost,36691,4077,0.09423636100500422,0.15088882174318696,0.009630661457777023,0.005791922099888325,0.927397608757019,1.9384240609360859
APSFailure,CatBoost,68400,7600,0.007810232704919053,0.015501502191227914,0.0009089382365345955,0.0023089763708412647,0.9952631592750549,4.408179102931172
APSFailure,ExtraTrees,68400,7600,0.009241396722607086,0.017749784280245078,0.0011420762166380882,0.00204025418497622,0.9940789341926575,0.13510729395784438
APSFailure,LightGBM,68400,7600,0.0077042475837098634,0.015308188753762749,0.0008921114495024085,0.002151300897821784,0.995394766330719,5.509786057984456
APSFailure,LinearModel,68400,7600,0.011594066685277068,0.02219846577568342,0.0013619340024888515,0.0026237403508275747,0.9930263161659241,3.06051042501349
APSFailure,NeuralNetFastAI,68400,7600,0.009163204821036367,0.01734007018557524,0.00125392887275666,0.003308139508590102,0.9943420886993408,2.175371974008158
APSFailure,NeuralNetTorch,68400,7600,0.01120880229935305,0.021676650848564006,0.0023300161119550467,0.004579028580337763,0.9932894706726074,8.39786815608386
APSFailure,RandomForest,68400,7600,0.0079524436022768,0.0161050760284215,0.001262704492546618,0.0021422449499368668,0.9948683977127075,0.028598231030628085
APSFailure,XGBoost,68400,7600,0.007522380614160971,0.014848353316009016,0.0008542339783161879,0.0025289952754974365,0.995394766330719,2.0902724059997126
Amazon_employee_access,CatBoost,29492,3277,0.07235156450670856,0.13411957955623652,0.00423286110162735,0.011450055986642838,0.9527006149291992,0.3053924640407786
Amazon_employee_access,ExtraTrees,29492,3277,0.0788301090244426,0.14817361047203942,0.005564709659665823,0.009955724701285362,0.9490387439727783,0.20314565498847514
Amazon_employee_access,LightGBM,29492,3277,0.07916809295138898,0.15105227633286744,0.004709022119641304,0.009168263524770737,0.9493439197540283,0.19929351296741515
Amazon_employee_access,LinearModel,29492,3277,0.08366127736212478,0.15639679336202233,0.00374354375526309,0.009286516346037388,0.9465975165367126,0.2350115799345076
Amazon_employee_access,NeuralNetFastAI,29492,3277,0.0832866512747921,0.15506154569044692,0.005913879722356796,0.0072690509259700775,0.9465975165367126,0.222382697975263
Amazon_employee_access,NeuralNetTorch,29492,3277,0.08548344445694318,0.1609710217107551,0.007585279643535614,0.011717833578586578,0.9459871649742126,0.1828986060572788
Amazon_employee_access,RandomForest,29492,3277,0.07505389719089885,0.14184772125728257,0.00672401487827301,0.01208613533526659,0.9530057907104492,0.16328268696088344
Amazon_employee_access,XGBoost,29492,3277,0.07517816611958611,0.1436139495916549,0.0035898350179195404,0.008838566020131111,0.951785147190094,0.20581662200856954
Australian,CatBoost,621,69,0.18003903366897606,0.30618007424288607,0.05740305408835411,0.0758594498038292,0.8840579986572266,0.008541490067727864
Australian,ExtraTrees,621,69,0.17234362965487598,0.2936779008982898,0.05553680658340454,0.10296981781721115,0.8550724387168884,0.007603625999763608
Australian,LightGBM,621,69,0.1848603075781,0.3290183382873173,0.07604792714118958,0.11886902153491974,0.8550724387168884,0.009722214075736701
Australian,LinearModel,621,69,0.1710525495763893,0.3004289009919795,0.06445684283971786,0.13254320621490479,0.9130434989929199,0.006664425018243492
Australian,NeuralNetFastAI,621,69,0.1535779130576006,0.2885474079293481,0.07261088490486145,0.10954949259757996,0.8985507488250732,0.008613414014689624
Australian,NeuralNetTorch,621,69,0.17304297720758036,0.29919966783477675,0.059393998235464096,0.06401123851537704,0.8840579986572266,0.007620096090249717
Australian,RandomForest,621,69,0.1668815862237218,0.28971087278467955,0.052404873073101044,0.09231416881084442,0.8550724387168884,0.0071712619392201304
Australian,XGBoost,621,69,0.15135299790064938,0.2767890562761758,0.04402168095111847,0.09598416090011597,0.8985507488250732,0.01018888596445322
Bioresponse,CatBoost,3375,376,0.28256098911150807,0.44194344162555416,0.024398311972618103,0.03964279964566231,0.8058510422706604,0.02401847194414586
Bioresponse,ExtraTrees,3375,376,0.2865397437602571,0.44139042716973376,0.026506716385483742,0.06037984415888786,0.8005319237709045,0.014372510020621121
Bioresponse,LightGBM,3375,376,0.28044422728521945,0.4367507088642886,0.038092464208602905,0.07390069216489792,0.813829779624939,0.025980626000091434
Bioresponse,LinearModel,3375,376,0.3668969004519644,0.5517177603781855,0.047498539090156555,0.08011049032211304,0.7446808218955994,0.0182067200075835
Bioresponse,NeuralNetFastAI,3375,376,0.2872131378869995,0.44422393543961,0.023889878764748573,0.045976925641298294,0.7765957713127136,0.02172163501381874
Bioresponse,NeuralNetTorch,3375,376,0.2976101613106735,0.45851783853376604,0.0286715030670166,0.051820334047079086,0.7765957713127136,0.023255506996065378
Bioresponse,RandomForest,3375,376,0.28498988182438517,0.44121030557076185,0.031491346657276154,0.07015236467123032,0.8085106611251831,0.023735723923891783
Bioresponse,XGBoost,3375,376,0.27810635083609875,0.43610288786169077,0.02794351801276207,0.054930686950683594,0.8085106611251831,0.02663584891706705
Click_prediction_small,CatBoost,35953,3995,0.2535622710031559,0.4120961277350418,0.008670900017023087,0.010923588648438454,0.8367959856987,0.22372060699854046
Click_prediction_small,ExtraTrees,35953,3995,0.2602109777932658,0.4207090924505692,0.0063138678669929504,0.010096549987792969,0.8345431685447693,0.2755349649814889
Click_prediction_small,LightGBM,35953,3995,0.2583206063334424,0.41907790965365993,0.0105892987921834,0.012882097624242306,0.8372966051101685,0.2092391470214352
Click_prediction_small,LinearModel,35953,3995,0.26114036260684675,0.4241855593949191,0.012528189457952976,0.020727774128317833,0.8345431685447693,0.23349429399240762
Click_prediction_small,NeuralNetFastAI,35953,3995,0.258623528887938,0.420182280679877,0.014131926000118256,0.006427026819437742,0.8375469446182251,0.23590877605602145
Click_prediction_small,NeuralNetTorch,35953,3995,0.2593801189010097,0.41819135706695426,0.005465175025165081,0.0075722960755229,0.8340425491333008,0.22798186691943556
Click_prediction_small,RandomForest,35953,3995,0.2593897088915885,0.4185085015751146,0.004758048802614212,0.01116387639194727,0.8345431685447693,0.2830662709893659
Click_prediction_small,XGBoost,35953,3995,0.2578824551932689,0.41731101646530366,0.0073830485343933105,0.01165681704878807,0.8357947468757629,0.21834493800997734
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,CatBoost,1440,160,0.41330670932665525,0.6045937244349625,0.0914282351732254,0.1314421445131302,0.7437499761581421,0.009484317968599498
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,ExtraTrees,1440,160,0.500409029643557,0.6935927775254639,0.182227224111557,0.014934656210243702,0.518750011920929,0.006969640031456947
GAMETES_Epistasis_2-Way_1000atts_0_4H_EDM-1_EDM-1_1,LightGBM,1440,160,0.5168071032889235,0.7100260737119004,0.08946120738983154,0.05238891765475273,0.375,0.007782832952216268
