dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
Amazon_employee_access,LinearModel,29492,3277,0.08332934407256322,0.15637851719018514,0.004114938899874687,0.006805913057178259,0.9462923407554626,0.4940592162311077
Amazon_employee_access,NeuralNetFastAI,29492,3277,0.08332742904569693,0.1552365213478199,0.0038969595916569233,0.010586665011942387,0.9459871649742126,0.5175033006817102
Amazon_employee_access,NeuralNetTorch,29492,3277,0.0855908923972056,0.1611098574185587,0.007658615708351135,0.012203709222376347,0.9453768730163574,0.5353534612804651
Amazon_employee_access,RandomForest,29492,3277,0.07540521519005508,0.14274593788933632,0.0064993384294211864,0.013851575553417206,0.9511748552322388,0.5189073774963617
Amazon_employee_access,XGBoost,29492,3277,0.075280013678333,0.14402686131091116,0.0044691720977425575,0.009395822882652283,0.951785147190094,0.5277385665103793
Australian,CatBoost,621,69,0.1908859958732624,0.3358118249661999,0.05575818195939064,0.08909586071968079,0.8840579986572266,0.044807485304772854
Australian,ExtraTrees,621,69,0.17650110577907285,0.3034007112066458,0.05602741986513138,0.10970640182495117,0.8695651888847351,0.04095973540097475
Australian,LightGBM,621,69,0.18445438180443735,0.3237427733670028,0.0686158537864685,0.09942857176065445,0.8550724387168884,0.040216848254203796
Australian,LinearModel,621,69,0.16465631483585957,0.2984632324037403,0.07593103498220444,0.13005037605762482,0.9130434989929199,0.03993414808064699
Australian,NeuralNetFastAI,621,69,0.15739022687648394,0.28514879668501253,0.07156707346439362,0.10331664979457855,0.8985507488250732,0.04313707910478115
Australian,NeuralNetTorch,621,69,0.17223604216044322,0.2911064651298002,0.061954569071531296,0.10757413506507874,0.8840579986572266,0.04171410948038101
Australian,RandomForest,621,69,0.16736244252994623,0.2920864455876519,0.04366227239370346,0.07075580209493637,0.8550724387168884,0.039044611155986786
Australian,XGBoost,621,69,0.15320588579329633,0.27082289250065195,0.04600747302174568,0.08604960888624191,0.8985507488250732,0.04355337470769882
Bioresponse,CatBoost,3375,376,0.28298720190433335,0.4434195048078017,0.023545462638139725,0.05254625156521797,0.813829779624939,0.10494849272072315
Bioresponse,ExtraTrees,3375,376,0.28743736066298,0.4454354430033524,0.02439916878938675,0.04788624122738838,0.8005319237709045,0.09378128312528133
Bioresponse,LightGBM,3375,376,0.2815863033862666,0.4398716229218105,0.032264649868011475,0.06107468903064728,0.8164893388748169,0.10152141284197569
